Product_Name,Total_Rating,User,Time,Heading,Detail,Recommend,No_helpful_vote,Yes_helpful_vote
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Turtle,03-26-2021,Only thing our picky eater will regularly eat,"We adopted a timid little pup almost 3 years ago. We started feeding him the same high quality kibble as our other pups. He would eat it for several weeks, then refuse it. We went through at least 10 high quality varieties, a combination of dry and wet foods. It was always the same pattern...happily eat for several weeks, then refuse. We would supplement with boiled fresh meats (ground turkey, etc). He would pick out the fresh meat and not eat the kibble or canned food. 
We finally tried Fresh Pet. 1 1/2 years later, and he’s at his ideal weight and enthusiastically eats Fresh Pet chicken and turkey, along with a bit of organic yogurt, every meal. He loves it...and even starts begging when he knows it’s breakfast and dinner time. 

He’s healthy, energetic, and a beautiful boy.",Y,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Star free,03-19-2021,My dogs loved the taste,Very fresh and I loved the fact it had probiotics in it. Every time I brought it out of the fridge my dogs were jumping at that roll even before I put it in their bowl.,Y,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,starry1219,02-05-2021,Much enjoyed!,My dogs really like this food.  I have an older sick dog who I've been having trouble feeding and another dog that's just picky.  They both eat it up without any issues.  It also helps with keeping them regular.,Y,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Dancers Mom,09-11-2020,Went bad quickly,"I bought this and cut it up for the week. Something I have done each time I buy a chub of this food. While my dog loves it, on  second day I went to feed her it had a slimy green tint to it. I chose not to feed it to my dog. I have 2 more chubs that I am going to see what happens. Hopefully they will be fine.",N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,SChaney,09-01-2020,My Husky Loves It,"I was a little skeptical buying something from a store after I stopped getting homemade meals delivered (too expensive). However, my husky loves this just as much and nothing has changed as far as the improvements that were made after getting rid of kibble. So I will definitely stick with this brand when I'm not in the mood for cooking.",Y,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Sue G Studds,08-16-2019,We buy a lot of FreshPet!!,We use a bunch of FreshPet to top our furbabies' kibble. We feed Wellness Original & Complete & then toss some of the FreshPet across the top. Ours absolutely love it! I am active in rescue & we feed the same food to our fosters. You can see their coats improve drastically once they are getting a proper nutritious diet fed on a consistent basis. I was just coaching a friend of ours tonight on feeding high quality food instead of low quality. He intends to try it!,N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Japoli,07-12-2019,Fresh Pet should always be the first choice.,My great pooch has enjoyed the benefits fresh food provides him. Granted dry dog food aids in teeth cleaning and overall vita health. Fresh is always better than processed.,Y,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Howard,06-05-2019,Great product,If you have a picky eater or you just want to feed something better than kibble then this is what you need.,N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Brittany,03-27-2019,Only buying this from now on!,"My 15 year-old pomeranian has issues digesting food, and she is normally fed a digestive prescription dog food from the vet. Last week, I ran out of her food and forgot to get some from the vet before they closed, so I went to Petco and searched high and low for a food similar enough to the Rx one. The FreshPet Turkey flavor was the closest I could find, and while I was apprehensive to suddenly change her diet (because even plain chicken and rice can make her flare up), I bought this food anyways. We're on day five now of her solely being on this food, and she has not had any diarrhea, no vomiting, her stomach isn't gurgling like crazy, and she's able to deficate properly. All of these things are shocking for a pup like her, because EVERYTHING makes her flare up, her stomach is so sensitive! I didn't even have to ween her off the Rx food, this food is reacting so well with her on its own, and she LOVES the flavor. In fact, she even barks and howls at me while I'm mushing it up for her, whereas with her other food I have to actually urge her to eat. I'm so glad I found this food, it makes me happy knowing she gets to comfortably splurge on something in her last stretch of life.",N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,youngblood153,03-10-2019,Bulldog Approved,We have a 11 month old english bulldog that was on kibble food when we first got him as a puppy. Found this at the local Petsmart and gave it a try. Well 7 months later Sir Emmitt couldn't be happier. Full of energy always!!!! Amazing for a bulldog. That's for carrying a great product.,Y,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Kim,01-04-2019,Fountain of Youth,"My girl, Lola, was an adult dog when I rescued her from a kill shelter in 2007. At a minimum I would estimate her age to be 11. She has always been very active and feisty, but over the past year she had developed some pain issues and was starting to act like she was ready to go. I took her to my vet who said her liver enzymes were elevated and suggested I spend $300 on an ultrasound. I decided to instead change her diet. She has been eating Vital Turkey and chicken for the past 6 months and she is a new dog! Her energy is back, she is extremely vocal at meal times, she bounces around, and is back to her formal youthful self. I am amazed and am going to switch my other three dogs to this food as well. There are not enough good things I can say about this food. It has literally given me my young girl back. Thank you, thank you, thank you.",N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Carl,07-23-2018,Big Strapping Boy,"We adopted a male Presa Canario two years ago. He had been horribly abused. At rescue he weighed a mere 42 pounds. He gained 20 pounds during his month or so at the shelter. We drove from Dallas to Atlanta to adopt him.
                    Now two years later he is 110 - 115 pounds. This is still light for a male Presa but better for joints and heart. He is a very picky eater. We ran through several ""premium"" brands of dog food. He quickly became tired of each. Then we tried him on the 6 pound Vital Turkey roll. Oh boy! He gets 1 pound with his other foods every night. He is trim and shiny, his teeth stay clean, and he doesn't seem to tire of√Ç¬† Vital.",N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,DRP,08-18-2015,Bye bye picky eaters and allergies,"Having three dogs and interesting them to all eat has been a challenge over the years. My two malteses are very picky eaters and were never excited about food. I was always seeking healthy food they would eat. My Bichon, who was one of my foster dogs loved eating, but would throw up food and bite his paws. Toby had a rough start in life and came to us 3 years with many issues. We couldn't determine if his problems were from anxiety because of his past situation or the food he was on. My vet recommended Vital. I just can't believe how all three dogs are beyond excited to eat and no more allergy problems. No more tearing eyes causing streaking for my white babies and no more feet chewing. I even noticed their coats feel different and hair is healthier. Everyone always says I would do anything for my babies and they are right, only the best. Plus I know for a fact the better you feed them the healthier they will be and less vet bills. I only buy freshpet food and treats. They are crazy for everything. Thank you so much! Life is easier that Freshpet does the cooking.",N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,PWS,02-17-2015,Special Needs Finally Satified,"I have a puppy with special needs and one of her special needs is what her body could tolerate and digest nutritionally. I tried other brands of grain free foods, organic foods and nothing satisfied her nor met her needs until I found your brand. I had been told from a vet tech to try her on raw food but I wasn't told a brand. I researched and found your brand and all I can say is THANK YOU from both of us. I originally started her out on the grain free Vital chicken, beef, salmon, cranberry and spinach...she loved it but went through it so quickly and I could not find a place that carried the larger size, so the same vet tech told me to try your balanced Nutrition and see how she would do. That was our answer, she loves it and has thrived on it. She has more energy, and is digesting it better now that she has been on it for a bit. Her TCVM Vet is Very Pleased with her progress on the food. Now I have started my 11 year old beagle on it and he also is in love.",N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Samantha,08-18-2014,Thank You Freshpet!,"Beni has had many tummy problems. She is very sensitive to even the highest quality foods if they contain even the slightest amount of poultry or poultry fat. This has affected her health. We struggled for months, actually well over a year, along with uncomfortable tests and expensive vet bills, trying to help her obtain good health. Many people declare that raw is the answer, but raw foods upset her precious tummy. Not just poultry, but all raw meats made her ill. Our sweet little girl was so shaky and scared of everything; poor baby didn't feel well. Strolling through the pet store, we saw the fridge and took a look. It was worth a try, so we put a log of Bison Vitals in our cart and headed home. She LOVED it and would you believe no upset tummy! Amazing!!! We have tried every flavor of Freshpet Vitals; her favorite flavor is TURKEY. Yes, turkey! We never thought she would ever be able to eat turkey, but she enjoys it so much and has no upset tummy! Beni THRIVES on Freshpet. Her body looks full and healthy. Her coat is gorgeous. Along with her body feeling better, she has gained great confidence and boldness. Characteristics of the breed. Our little princess has gone on to become a grand champion and one of the top ten Shibas in the US! Thank you Freshpet! You gave Beni the life she deserves.",N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,bjoyce,06-25-2014,Love Isn't the Word,"Jojo is a five year old yorkie and he is infatuated with this food. He barks at his plate when he wants more. Jojo is a very, very picky eater, sometimes I would mix his dog food with a baked chichen breast or liver cheese just to get him to eat. I don't have to mix anything with Freshpet and he cleans his plate every time. He's made me feel so guilty because I didn't think of this sooner. It brings me great joy to see him clean his plate and I don't have to add human food to it.",Y,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,AnnaMarie,02-19-2014,doggie drool!,I am writing this on behalf of my 175 Newfoundland/lab mix dog named VooDoo. VooDoo has never been jazzed about any food other than the food he stole from the talble. The first time I brough Fresh Pet home and began to put it in his bowl the drooling starting. Voodoo now begins to salivate the second I open his drawer on the fridge and finished eating before I get the rest of the food wrapped and back in the drawer. It has been a year since his first bowl and he drools when the door opens to this day.,N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Phoebs56,12-08-2013,Presh Pet-Deli Fresh,"Prissy and Elvis love their Deli Fresh Turkey and vegetable by Fresh Pet so much that as soon as they see me get the cutting board down, they both start dancing around in circles !",N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Stretch,12-05-2013,It's a miracle!,"We struggled for the entire first year of our Great Dane's life to get her digestive issues under control but nothing worked. Not to be graphic but her stool (on a good day) was typically the consistency of mashed potatoes -- sometimes worse -- and it was leading to issues with her glands. After a couple DAYS of feeding Freshpet Deli Fresh Turkey Rice and Vegetable, her stool was for lack of a better word, perfect. And it has remained perfect for the entire two months we've been feeding her this product. And now since her stool is the correct consistency her glands are emptying properly. I cannot recommend this product highly enough. The transformation with our dog has been nothing short of incredible.",N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,The5thbeatle,09-01-2013,My dog inhales it!,"After seeing our vet to make sure my dog's sudden finickiness wasn't a medical condition, we tried at least 4 other quality dog foods. It wasn't until I bought Deli Fresh that I knew we had a winner! He can't wait to eat, and finishes his meals in record time. No coaxing required!What sold me on this diet was the 5 star rating dogfoodadvisor.com gave this food. What keeps me buying it is the fact my dog LOVES it.The only way to improve upon it would be some coupons, which seem to be nonexistent.",N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,fsspecials,06-03-2013,great product,I raise pit bulls and they love this stuff. I feed pro plan but i mix this in with their food. I have two with thyriod prblems so that means skin problems and between thier pills and this food no more skin problems i love it. Also no extra out put in the yard.,N,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Daphnesmommy,02-03-2013,My dogs go CRAZY for this,We switched to this dog food after my dogs begin itching. We wanted a dog food that was free of chemicals. This food was the right choice for us and my dogs LOVE it. They go crazy when it's time to eat.,Y,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,Boobearzoo,01-27-2013,my picky eater LOVED this,My dog is pretty finicky but she loved this food. It was easy to measure since it is marked at 1/4 lb intervals. I am so happy to finally find a great food my dog will eat!,Y,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,catmommy1,01-27-2013,,my dogs love this product. i usually give this as a treat for daily use. they get tired of the same old thing and it has helped my older sharpei gain weight. it is much healthier than the by products on the market today. i don't mind paying for something i know they like and eat. keep bringing on new products. even my cats like this....,Y,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,,01-12-2013,Delighted.,My 2 boys new when it was time for me to serve this. They were delighted.,Y,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,healthy47,01-07-2013,Excellent Product!,"Since this product came on the market, I have been using it for many of my ""client"" dogs. It fills all the nutritional needs of most of the dogs in my care at my pet-sitting service, and has, in many cases, stopped dogs from eating feces, obviously filling a nutritional need of these canines. Our own Dogue de Bordeaux has an intolerance for kibble which he vomits due to his small esophagus, but when mixed with Deli Fresh, water, and a little chicken and rice, he gets a fully balanced meal twice a day which stays down. I highly recommend this product, and have recommended it to many of my clients for their canines.",Y,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,surruh,01-06-2013,Best Food for My Picky Pomeranian,"I have a 9-year-old pomeranian who is a little princess and I've had a hard time finding a food she really likes. I've tried dry food, canned food, veternarian food and even a raw diet for her. She loves this food! I'm really glad it's made of real ingredients and is easy to serve. Won't choose anything else! Ever!",Y,10,116
Freshpet® Vital™Balanced NutritionTurkey Adult Dog Food,4.813084112149533,jean246,04-12-2012,Love this food!,"I have two old daucshounds with stomach issues. I used to boil chicken for them and add it to their dry food. They would always pick through the kibble for the chicken. It appeared they were lacking vital nutrients in their diet. They often had runny, messy poops. After I started feeding them this food everything looks good;-)",Y,10,116
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Chey22,12-31-2022,My dog loved this!,She gobbled it up so quick and she's a very picky eater,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Wcre,12-31-2022,,"My 2 Shitzus normally love the turkey flavor of Vital
But I had to discard the last one I purchased. It was really watery when I opened it & the texture was soft. I couldn’t take a chance on it being spoiled. 
I couldn’t find the expiration date.",N,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,MDawn67,12-07-2022,Great for picky eaters!,My 12 year old Dachshund won’t eat any brand dog food- he is very picky and he prefers FreshPet Vital turkey adult dog food over my homemade!,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Mila Mila Mila,11-03-2022,Great dog food,My dog eats this particular flavor really good!!!!,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Dumplin,10-30-2022,Fresh pet vital,Have been feeding our Sadie for several years! She loves the turkey. Sadie is on seizure med and this food helps also . I highly recommend fresh pet food and treats ! Thank you freshpet continue the good work and for caring about our fur babies !!!,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Sadie Faye,10-14-2022,Dog loves this food,Have been using this food about five years! My dog Sadie had seizures and this food works wonderful for her!,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Mom2Lucy,08-13-2022,Gets her to eat!,"My puppy is easily distracted, (Who isn’t?) so getting her to eat is sometimes a challenge. We mix this with her kibble and she can’t WAIT for mealtime!",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,candee321,08-10-2022,The Best Dog Food Ever!!!!!!,We Love this product. Our Pugs Love it even more. They are picky eaters we struggled trying to get them to eat until we found this product.,N,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Fat mama,07-07-2022,My Lola loves it!!!!!,My American Bulldog Lola is a picky eater. I put some of the Freshpet food in her bowl and she was literally licking the bowl when she was done eating. I gave her some more lol. She loves it very much!!!!,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Sundae Sunshine,06-27-2022,She Loves Fresh Pet,We buy this all the time. It is her favorite fresh food.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Di48,06-15-2022,Great reaults,We changed our dogs food from zignature to FRESHPET over a year ago. She HAD  skin issues after changing to FRESHPET weve seen a significant change in her skin.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Doggma213,06-13-2022,Our boy’s favorite!!,This is the only food our boy will eat without hesitation every single time.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,J Coop,06-06-2022,My Fur-Bae LOVES Vital,"My fur-bae LOVES his Vital Turkey with Blueberries and Cranberries! He gets SO excited and starts licking immediately when he sees me preparing his meal ahhaa! This is so cute to see as he is a VERY picky eater. I'm SO happy I came across Vital! The Turkey is his ABSOLUTE favorite, then he likes the chicken with blueberries and cranberries and lastly, beef and bison.",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Cindy82,05-30-2022,Great ingredients,I bought this for my extremely fussy dog and he loves it.  I love it because it is healthy and good tasting for him.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Morkie Party 2,05-15-2022,Excellent Product,"I have been using this Freshpet Vital grain free Turkey food for two years,my Fur Babies love it and are thriving! I believe that having them on a quality and premium diet makes an essential difference in their overall health and wellness. My only complaint would be availability at times.",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Mloy,04-20-2022,Wonderful,I but this all the time because my dog won’t eat anything but Freshpet,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Three Dog Girl,04-12-2022,Dogs loved this.,"Easy to use, just cut off the amount you need for yor dog, save the reat for later. Dogs loved this and I mixed with the dry food, which them ate better because of the flavers of the Chicken Roll.",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Carrie64,04-11-2022,,i bought this last week for my Zoe and She is a very picky eater and she loves it. So glad I found something she will eat,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,ALFFIE,04-08-2022,Tastes good to my dog,"I've been trying for 3 years to find something my rescue dog likes.
Looking no further. He loves this.",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Sundae Sunshine,03-25-2022,Sundae’s Favorite,Sundae always eats her Freshpet Turkey. She does not like any other fresh food. It’s a winner.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Skyylarmom,03-22-2022,Great label,"After searching for something my Skyylar would eat without issues, i tried this brand and she loves it,",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,protectiveOldLady,03-09-2022,Ground-up bones.? Really?,"We’ve (had) been giving our little guys a small taste of Freshpet Vitals like a topper on their dry food for awhile (fish or turkey), lately we’ve noticed a roughness, a gritty grainy feel if you will, to the food…larger pieces look like “bone”, ground bone to be specific. This concerns me a lot, especially since some of the larger pieces have sharp edges.",N,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Nana the foster mom,03-07-2022,Vital is perfect!,"My dogs don’t get sick eating the turkey, I believe because there’s no grains or potatoes in it.",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Jenn8799,03-01-2022,"Very Watery, FULL of liquid","When I opened this item, water came pouring out and seeps from the loaf itself when it's cut into. The texture is concerning and my dog will not eat it, it is a very different and watery consistency compared to any of the other flavors. Will not be getting again.",N,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Wild Puppy,02-24-2022,Among the most liked food.,"Out of all the dogs I have had to feed, FreshPet seems to be the most universally liked. Especially the beef, turkey and multi protein flavors.",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Bren2669,02-04-2022,dogs love this,I have been feeding my dogs freshpet for quite awhile now and they both love it.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Wlfhybrd,01-28-2022,The dog loves the food.,She has allergies and I am hoping this will help while I try and find other wet food that she can eat that will help them. As the caption states she loves the food.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Myn2,01-17-2022,Dogs Love It,Nice to find the Freshpet Turkey Dog Food.  Even nicer that it was a good price.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Di48,01-16-2022,Pups favorite,I bought this a while to see if would help my pups skin issues. Well‼️ SCORE Sometimes it hard to find not sure why,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Molly Co,01-04-2022,Look good and healthy,I bought this to see if my dog would eat it and she loved it. Now my problem is catching it in stock. Allergies to chicken.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,John41,12-08-2021,Excellent product with no corn...,Vital is the only thing I buy for my three girls!  High quality and great price...,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Nana the foster mom,12-01-2021,My 5 dogs think it’s fantastic food!,"But they’re very disappointed PetSmart is out of it more than it’s in stock, which means I have to drive a lot further to find it in other stores, leaving them home alone.",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Drewbee,10-14-2021,No fillers!,We did research on all the brands out there and decided to go with fresh pet! There’s 3-4 ingredients and it’s all protein and vegetables!,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Martita16,10-04-2021,Great my dog loved this food is fresh,I was vey happy with the food my baby loved it and he couldn’t even wait for his supper time.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,cay24,10-04-2021,Thank Goodness,"We have a VERY FINICKY dog and often she gets persnickety and refuses to eat but with this raw food mixed in to the regular dry food, she usually eats her meals ENTHUSIASTICALLY!",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Tweety4me,10-04-2021,Very good for picky eater,My picky eater loves it. I just scrape a bit off and add it to her dehydrated food.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,KayDeeeee,09-30-2021,Good ingredients,Teddy loves this food. This is my first time introducing him to this. I especially like the natural ingredients.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Minnie the Min Pin,09-25-2021,My Dog Loves This Food,My dog gives it 4 paws and a tail up - sorry she has no thumbs!,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Mycats59,09-20-2021,They love it !,I use this and their other choices for my dogs breakfast. They love it.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Burney68,09-07-2021,Great Food,I purchase as many rolls as I can get my hands on which sometimes an issue and I end up going to several Petsmàrts to locate them.  This is the only food my dog will eat.  Pretty finicky.  I would highly recommend it.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Jbower532,09-05-2021,Excellent dinner.,"My dog loves this product< i give him the chicken, turkey, and bison.  I feel very safe giving him this product.",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Gal Pal,09-02-2021,Non food motived Pup.....,It took us 3yrs to find a food our pup would eat twice and this is the food she choose. She is now 9 + yrs old.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Nana the foster mom,07-01-2021,"Smells and looks so good, I’d eat it!","I had to switch from regular FreshPet to the Vital because one of my dogs has a problem with potato, and I got tired of picking out the potato in the regular.  She really loves this food, my other three dogs think it’s awesome too.  I always recommend this brand to my adopters, their pups love it too.  The only problem is the store is out of it most of the time.",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Nana the foster mom,06-05-2021,One of my 4 dogs needs the Vital!,"The Vital doesn’t have potato in it, the only one I can find for my dog that doesn’t make her sick.
I’d recommend it to a friend if your store had it in stock all the time.  It’s very disappointing trying to find other stores who have it when Manahawkin is so close to me.",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Burney 68,05-23-2021,Hard to find,My dog only eats this and only likes on flavor.  Hard to find.  I have to go to all locations and order online.  You are only able to get 1 roll if available.  This last order I was able to get 2.  Also I think the rolls should be larger.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Bossanova,04-04-2021,Great product,"I am so happy if you guys have more big size!
5lbs better",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,cheryl07,01-20-2021,Bichonpoo loves it!,My dog eats his food when I buy Freshpet.  It is hard to come by during the lockdowns.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,,10-28-2020,My fussy Bichon loves it,This is a perfect food for our Bichon frise. We cut it into pieces so it is easy for him to chew and digest. He never tires of it. His stools are regular and firm because this food is natural and healthy. Much better than dry food.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Happy Mamma,10-21-2020,A Life Saver,"My Teddy is 6 years old and has been a picky eater his entire life. He is grain free. I have tried numerous brands and types of dog food (freeze dried, kibble, canned, dry), he would eat one meal then turn up his nose to it. Feeding him was a daily chore and often a disappointing one. He ate to live - he did not live to eat.   I tried the Grain Free Vital Beef & Bison first and then The Grain Free Turkey. Teddy now eats when I put the bowl down and sometimes eats 3 meals a day.  I don't have to coax him to eat by putting treats on top and I don't have to throw away uneaten food.  He has more energy than he has had in a long time. He is more active and seems happier. This food has changed both of our lives, Teddy's AND mine. So glad I gave it a try. Teddy even liked the Grain Free cat food that I bought by mistake. LOL!",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,nknm,09-27-2020,great product,This is about the only food my senior dog will eat. She quit eating her dry food because it was hard for her to chew. I tried different canned and soft foods and finally settled on grain free turkey or chicken Freshpet dog food. I dice it up for her and she loves it.,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Shelly13,09-27-2020,Vital,My black mouth cur who has been on vital for a month now is finally eating he has ibs and hypothyroid.great food!,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Darcy19,09-08-2020,Vital,My dog has ibs couldnt get him to eat anything but eggs and toast.seen the vital in store gave it a try and he cant wait to eat it,N,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Duncan and Blue,06-23-2020,Best food Ever,My dog suffers terrible allergies and epilepsy. Our vet switched him over to Freshpet grain Free turkey and WOW!! My Duncan is itch free and so happy. It helps keep his core body temperature low thus decreasing his seizures. So grateful for this company!!,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Muddturtle,05-24-2020,Great product!,My dogs love this food! I add it with the dry food a they try to eat around eat. They love the everything about this Turkey meal!,Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,HappyEaters33,05-04-2020,My Girls love this!,"I have an older large breed dog that got uninterested in eating and this meal has been a lifesaver for us!  She loves it, and has begun to put some of her weight back on.  My 5 month old puppy loves it too!  Great food and full of goodness.",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Pookiemom,01-20-2020,,"Freshpet Vital Turkey recipe  is great...My pomeranian has sensitive stomach issues and pancreatitis and this is only food he can eat, lately having trouble finding it...the closest Petsmart suddenly decided to stop selling all Freshpet products and for some reason all stores around where I live have all Freshpet on sale and heard rumors that they were going to stop selling it also..
Wish someone knew what is happening because this is all my dog will eat and I've called Petsmart Corporate and Freshpet and everyone else I can think of and getting nowhere except the runaround......",Y,0,36
Freshpet® Vital™Grain Free Turkey Adult Dog Food,4.784810126582278,Heather,09-22-2019,Freshpet saved us!,"My Pitbull Otis had many digestive problems when I adopted him. I tried every food I could think of, including vet recommended food, in small amounts with time to adjust. Nothing worked. I then spent 3 years cooking for my dog. During a camping trip this summer it was clear we needed a simpler option, so I started with a small tube of Bison suggested by a pet store employee. The dog loved it! The even better news is that his digestive issues went away almost over night! My only issue with that specific protein is how expensive it is for my dog (Otis is about 75 lbs). We've been able to switch to VITAL¬Æ GRAIN FREE TURKEY RECIPE WITH SPINACH, CRANBERRIES & BLUEBERRIES. However, it's only available in the smaller 2lb package (1 tube lasts 2 days). He's unable to eat the other formula of Turkey with peas and carrots, so I hope at some point a larger size will be an option.",N,0,36
