Product,Flavor,14 LB_offer_price,14 LB_recommended_price,25 LB_offer_price,25 LB_recommended_price,5 LBS_offer_price,5 LBS_recommended_price,40 LBS_offer_price,40 LBS_recommended_price,Grain_Free,Life_Stage,URL,Rating,Reviews,25 LBS_offer_price,25 LBS_recommended_price,13 LBS_offer_price,13 LBS_recommended_price,4.5 LBS_offer_price,4.5 LBS_recommended_price,35 LBS_offer_price,35 LBS_recommended_price,6 LBS_offer_price,6 LBS_recommended_price,18 LBS_offer_price,18 LBS_recommended_price,47 LBS_offer_price,47 LBS_recommended_price,30 LBS_offer_price,30 LBS_recommended_price,15 LBS_offer_price,15 LBS_recommended_price,4 LBS_offer_price,4 LBS_recommended_price,28.5 LBS_offer_price,28.5 LBS_recommended_price,15.5 LBS_offer_price,15.5 LBS_recommended_price,45 LBS_offer_price,45 LBS_recommended_price,14 LBS_offer_price,14 LBS_recommended_price,16 LBS_offer_price,16 LBS_recommended_price,41 LBS_offer_price,41 LBS_recommended_price,37.5 LBS_offer_price,37.5 LBS_recommended_price,50 LBS_offer_price,50 LBS_recommended_price,12 LBS_offer_price,12 LBS_recommended_price,24 LBS_offer_price,24 LBS_recommended_price,28 LBS_offer_price,28 LBS_recommended_price,2.5 LBS_offer_price,2.5 LBS_recommended_price,34 LBS_offer_price,34 LBS_recommended_price,26 LBS_offer_price,26 LBS_recommended_price,33 LBS_offer_price,33 LBS_recommended_price,44 LBS_offer_price,44 LBS_recommended_price,22.5 LBS_offer_price,22.5 LBS_recommended_price,11.5 LBS_offer_price,11.5 LBS_recommended_price,22 LBS_offer_price,22 LBS_recommended_price,11 LBS_offer_price,11 LBS_recommended_price,20 LBS_offer_price,20 LBS_recommended_price,1 LBS_offer_price,1 LBS_recommended_price,21.5 LBS_offer_price,21.5 LBS_recommended_price,3.5 LBS_offer_price,3.5 LBS_recommended_price,10 LBS_offer_price,10 LBS_recommended_price,17 LBS_offer_price,17 LBS_recommended_price,7 LBS_offer_price,7 LBS_recommended_price,21 LBS_offer_price,21 LBS_recommended_price,31.1 LBS_offer_price,31.1 LBS_recommended_price,8 LBS_offer_price,8 LBS_recommended_price,2 OZ_offer_price,2 OZ_recommended_price,25 OZ_offer_price,25 OZ_recommended_price,9.5 OZ_offer_price,9.5 OZ_recommended_price,37 LBS_offer_price,37 LBS_recommended_price,4 LB_offer_price,4 LB_recommended_price,18 LB_offer_price,18 LB_recommended_price,12.5 LBS_offer_price,12.5 LBS_recommended_price,38.5 LBS_offer_price,38.5 LBS_recommended_price,48.4 LBS_offer_price,48.4 LBS_recommended_price,3 LBS_offer_price,3 LBS_recommended_price,19 LBS_offer_price,19 LBS_recommended_price,24 LB_offer_price,24 LB_recommended_price,8.5 LBS_offer_price,8.5 LBS_recommended_price,27.5 LBS_offer_price,27.5 LBS_recommended_price,17.6 LBS_offer_price,17.6 LBS_recommended_price,30.6 LBS_offer_price,30.6 LBS_recommended_price,1.75 LBS_offer_price,1.75 LBS_recommended_price,5.5 LBS_offer_price,5.5 LBS_recommended_price,7.7 LBS_offer_price,7.7 LBS_recommended_price,25.3 LBS_offer_price,25.3 LBS_recommended_price,28.6 LBS_offer_price,28.6 LBS_recommended_price,6.6 LBS_offer_price,6.6 LBS_recommended_price,1.5 LBS_offer_price,1.5 LBS_recommended_price,1 LB_offer_price,1 LB_recommended_price,13.5 LBS_offer_price,13.5 LBS_recommended_price,27 LBS_offer_price,27 LBS_recommended_price,27.5 LB_offer_price,27.5 LB_recommended_price,7.4 LBS_offer_price,7.4 LBS_recommended_price,36 LBS_offer_price,36 LBS_recommended_price,20 LB_offer_price,20 LB_recommended_price
default-product-name-3000954,Chicken,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/default-product-name-3000954,4.2439,82,,,,,,,,,,,,,,,,,,,$16.98,$16.98,,,,,,,,,,,,,,,,,,,$59.98,$59.98,,,,,,,,,,,,,,,,,,,$29.98,$29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canidae-grain-free-pure-resolve-weight-management-adult-dog-food-12-lbs-2385813,Chicken,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/canidae-grain-free-pure-resolve-weight-management-adult-dog-food-12-lbs-2385813,4.8427,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$42.99,$42.99,$74.99,$74.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merrick-backcountry-raw-infused-grain-free-freeze-dried-heros-banquet-recipe-dry-dog-food-10-lbs-3162208,Beef,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/merrick-backcountry-raw-infused-grain-free-freeze-dried-heros-banquet-recipe-dry-dog-food-10-lbs-3162208,4.5566,106,,,,,,,,,,,,,,,,,,,$26.98,$26.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$81.98,$84.49,,,,,,,$53.99,$53.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
royal-canin-breed-health-nutrition-cavalier-king-charles-puppy-dry-dog-food-3-lbs-2901558,Original,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/royal-canin-breed-health-nutrition-cavalier-king-charles-puppy-dry-dog-food-3-lbs-2901558,4.7986,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$24.99,$29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-wilderness-rocky-mountain-recipe-with-bison-adult-dry-food-4-lbs-2172404,Bison,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-wilderness-rocky-mountain-recipe-with-bison-adult-dry-food-4-lbs-2172404,4.8433,134,,,,,,,,,,,,,,,,,,,$30.99,$30.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$70.98,$79.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nutro-natural-choice-chicken-whole-brown-rice-and-oatmeal-adult-dog-food-5-lbs-2414098,Chicken,,,,,$17.97,$25.99,$83.98,$86.99,No,Adult,https://www.petco.com/shop/en/petcostore/product/nutro-natural-choice-chicken-whole-brown-rice-and-oatmeal-adult-dog-food-5-lbs-2414098,4.7949,434,,,$31.68,$35.99,,,,,,,,,,,$62.98,$68.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instinct-raw-boost-whole-grain-chicken-and-brown-rice-recipe-natural-dry-dog-food-by-natures-variety-45-lbs-bag-3127592,Chicken,,,,,,,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/instinct-raw-boost-whole-grain-chicken-and-brown-rice-recipe-natural-dry-dog-food-by-natures-variety-45-lbs-bag-3127592,4.3333,30,,,,,$25.99,$25.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$74.99,$74.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purina-one-smartblend-natural-small-bites-beef-and-rice-formula-adult-dry-dog-food-8-lbs-1200690,Beef,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/purina-one-smartblend-natural-small-bites-beef-and-rice-formula-adult-dry-dog-food-8-lbs-1200690,4.7928,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$18.99,$18.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
default-product-name-2994432,Chicken,,,,,,,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/default-product-name-2994432,4.7031,128,$78.46,$79.99,$48.99,$48.99,$23.99,$23.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-blue-life-protection-natural-beef-and-brown-rice-adult-dry-dog-food-34-lbs-3586537,Beef,,,,,$16.98,$23.99,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-blue-life-protection-natural-beef-and-brown-rice-adult-dry-dog-food-34-lbs-3586537,4.8319,1190,,,,,,,,,,,,,,,$63.98,$72.99,$38.98,$43.99,,,,,,,,,,,,,,,,,,,,,,,,,,,$71.98,$71.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wellness-complete-health-deboned-chicken-oatmeal-and-salmon-meal-puppy-food-15-lbs-1174169,Chicken,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/wellness-complete-health-deboned-chicken-oatmeal-and-salmon-meal-puppy-food-15-lbs-1174169,4.5833,132,,,,,,,,,,,,,,,$69.98,$72.99,$37.69,$46.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acana-singles-pork-and-squash-recipe-dry-dog-food-13-lbs-3180781,Pork,,,,,,,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/acana-singles-pork-and-squash-recipe-dry-dog-food-13-lbs-3180781,4.7143,35,$84.45,$84.99,$49.99,$49.99,$26.99,$26.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-lbs-14-appalachian-vly-smal-2871766,Venison,,,,,$19.99,$20.99,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/14-lbs-14-appalachian-vly-smal-2871766,4.7003,347,,,,,,,,,,,,,,,,,,,,,,,,,,,$39.99,$41.99,,,,,,,,,,,,,$59.99,$64.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-balance-lid-limited-ingredient-diets-chicken-and-brown-rice-formula-dry-puppy-food-4-lbs-3131479,Chicken,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-chicken-and-brown-rice-formula-dry-puppy-food-4-lbs-3131479,4.6429,14,,,,,,,,,,,,,,,,,,,$24.98,$24.99,,,,,,,,,,,,,,,,,$47.98,$47.98,$70.47,$72.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-baby-blue-natural-large-breed-chicken-and-brown-rice-recipe-dry-puppy-food-24-lbs-3096280,Chicken,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-baby-blue-natural-large-breed-chicken-and-brown-rice-recipe-dry-puppy-food-24-lbs-3096280,4.5055,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$48.98,$59.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stella-and-chewys-wild-red-raw-coated-high-protein-grain-and-legume-free-prairie-recipe-dry-dog-food-21-lbs-3718894,Chicken,,,,,,,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/stella-and-chewys-wild-red-raw-coated-high-protein-grain-and-legume-free-prairie-recipe-dry-dog-food-21-lbs-3718894,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$21.99,$21.99,,,,,,,$79.99,$79.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merrick-backcountry-raw-infused-grain-free-freeze-dried-large-breed-recipe-dry-dog-food-10-lbs-3162195,Chicken,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/merrick-backcountry-raw-infused-grain-free-freeze-dried-large-breed-recipe-dry-dog-food-10-lbs-3162195,4.2174,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$81.98,$81.99,,,,,,,$44.99,$44.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hills-science-diet-adult-perfect-digestion-large-breed-chicken-dry-dog-food-12-lbs-3321379,,,,,,,,,,No,,https://www.petco.com/shop/en/petcostore/product/hills-science-diet-adult-perfect-digestion-large-breed-chicken-dry-dog-food-12-lbs-3321379,4.819,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$48.99,$53.99,,,,,,,,,,,,,,,,,,,$79.99,$79.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
royal-canin-breed-health-nutrition-poodle-puppy-dry-dog-food-25-lbs-2543181,Original,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/royal-canin-breed-health-nutrition-poodle-puppy-dry-dog-food-25-lbs-2543181,4.72,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$24.99,$29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
royal-canin-giant-puppy-dry-dog-food-6-lbs-2920222,Chicken,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/royal-canin-giant-puppy-dry-dog-food-6-lbs-2920222,4.6374,91,,,,,,,,,$24.99,$26.99,,,,,$92.99,$101.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wholehearted-simple-blends-lamb-rice-and-egg-recipe-dry-dog-food-4-lbs-3479117,Lamb,,,,,,,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/wholehearted-simple-blends-lamb-rice-and-egg-recipe-dry-dog-food-4-lbs-3479117,4.7027,37,,,,,,,,,,,,,,,,,,,$14.29,$14.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$54.99,$54.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-buffalo-baby-blue-grain-free-high-protein-natural-chicken-and-pea-recipe-dry-puppy-food-4-lbs-3096298,Chicken,,,,,,,,,Yes,Puppy,https://www.petco.com/shop/en/petcostore/product/blue-buffalo-baby-blue-grain-free-high-protein-natural-chicken-and-pea-recipe-dry-puppy-food-4-lbs-3096298,4.6143,70,,,,,,,,,,,,,,,,,,,$18.99,$21.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$53.98,$63.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merrick-full-source-raw-coated-kibble-real-salmon-and-whitefish-with-healthy-grains-dry-dog-food-10-lbs-3131583,Fish,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/merrick-full-source-raw-coated-kibble-real-salmon-and-whitefish-with-healthy-grains-dry-dog-food-10-lbs-3131583,4.5098,51,,,,,,,,,,,,,,,,,,,$27.99,$27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$84.99,$84.99,,,,,,,$56.99,$56.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
merrick-lil-plates-small-breed-grain-free-real-chicken--sweet-potato-small-breed-senior-dry-dog-food-4-lbs-2732555,Chicken,,,,,,,,,Yes,Senior,https://www.petco.com/shop/en/petcostore/product/merrick-lil-plates-small-breed-grain-free-real-chicken--sweet-potato-small-breed-senior-dry-dog-food-4-lbs-2732555,4.7004,247,,,,,,,,,,,,,,,,,,,$22.98,$22.99,,,,,,,,,,,,,,,,,$47.98,$49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid-gold-mighty-mini-grain-and-gluten-free-dry-dog-food-chicken-chickpeas-and-pumpkin-4lbs-2512376,Chicken,,,,,,,,,Yes,All Lifestages,https://www.petco.com/shop/en/petcostore/product/solid-gold-mighty-mini-grain-and-gluten-free-dry-dog-food-chicken-chickpeas-and-pumpkin-4lbs-2512376,4.8675,234,,,,,,,,,,,,,,,,,,,$21.99,$21.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$43.99,$43.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purina-pro-plan-development-beef-and-rice-formula-large-breed-dry-puppy-food-34-lbs-3312270,Beef,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/purina-pro-plan-development-beef-and-rice-formula-large-breed-dry-puppy-food-34-lbs-3312270,4.5055,91,,,,,,,,,,,$52.49,$52.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$67.99,$67.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stella-and-chewys-wild-red-raw-coated-high-protein-wholesome-grains-red-meat-recipe-dry-dog-food-21-lbs-3718923,Beef,,,,,,,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/stella-and-chewys-wild-red-raw-coated-high-protein-wholesome-grains-red-meat-recipe-dry-dog-food-21-lbs-3718923,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$21.99,$21.99,,,,,,,$82.99,$82.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purina-one-natural-plus-formula-large-breed-adult-dry-dog-food-40-lbs-3510410,Chicken,,,,,,,$53.99,$58.99,No,Adult,https://www.petco.com/shop/en/petcostore/product/purina-one-natural-plus-formula-large-breed-adult-dry-dog-food-40-lbs-3510410,4.7414,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$44.38,$48.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eukanuba-adult-small-bites-medium-breed-dry-dog-food-30-lbs-3672259,,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/eukanuba-adult-small-bites-medium-breed-dry-dog-food-30-lbs-3672259,4.1667,6,,,,,,,,,,,,,,,$69.99,$75.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
royal-canin-mini-mature-plus-8-senior-dog-food-25-lbs-1521721,Chicken,,,,,,,,,No,Senior,https://www.petco.com/shop/en/petcostore/product/royal-canin-mini-mature-plus-8-senior-dog-food-25-lbs-1521721,4.7593,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$15.99,$17.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diamond-naturals-large-breed-adult-chicken-and-rice-dry-dog-food-40-lbs-3173783,Chicken,,,,,,,$43.99,$45.99,No,Adult,https://www.petco.com/shop/en/petcostore/product/diamond-naturals-large-breed-adult-chicken-and-rice-dry-dog-food-40-lbs-3173783,4.3968,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pro-plan-bright-mind-chicken-and-rice-senior-dog-food-16-lbs-2394867,Chicken,,,,,$22.68,$24.99,,,No,Senior,https://www.petco.com/shop/en/petcostore/product/pro-plan-bright-mind-chicken-and-rice-senior-dog-food-16-lbs-2394867,4.7,1100,,,,,,,,,,,,,,,$73.98,$79.99,,,,,,,,,,,,,$54.78,$54.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
royal-canin-mini-special-adult-dog-food-35-lbs-1521802,Original,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/royal-canin-mini-special-adult-dog-food-35-lbs-1521802,4.8523,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$22.99,$26.99,,,$69.99,$78.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natural-balance-lid-limited-ingredient-diets-high-protein-beef-dog-food-4-lbs-2719537,Beef,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/natural-balance-lid-limited-ingredient-diets-high-protein-beef-dog-food-4-lbs-2719537,4.7953,386,,,,,,,,,,,,,,,,,,,$19.99,$19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wln-dog-24-ch-gf-chicken-2518621,Chicken,,,,,,,,,Yes,Adult,https://www.petco.com/shop/en/petcostore/product/wln-dog-24-ch-gf-chicken-2518621,4.7475,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$69.98,$72.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
royal-canin-chihuahua-puppy-food-25-lbs-1523287,Original,,,,,,,,,No,Puppy,https://www.petco.com/shop/en/petcostore/product/royal-canin-chihuahua-puppy-food-25-lbs-1523287,4.8696,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$24.99,$29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
royal-canin-breed-health-nutrition-german-shepherd-puppy-food-30-lbs-1463683,Original,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/royal-canin-breed-health-nutrition-german-shepherd-puppy-food-30-lbs-1463683,4.7621,454,,,,,,,,,,,,,,,$109.99,$120.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natures-recipe-lamb-meal-and-rice-adult-dog-food-30-lbs-1585380,Lamb,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/natures-recipe-lamb-meal-and-rice-adult-dog-food-30-lbs-1585380,4.636,695,,,,,,,,,,,,,,,$34.99,$34.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wholehearted-chicken-sweet-potato-and-egg-recipe-dry-dog-food-4-lbs-3479248,Chicken,,,,,,,,,No,All Lifestages,https://www.petco.com/shop/en/petcostore/product/wholehearted-chicken-sweet-potato-and-egg-recipe-dry-dog-food-4-lbs-3479248,4.7447,47,,,,,,,,,,,,,,,,,,,$12.99,$12.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$49.99,$49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
halo-elevate-dog-healthy-grains-chicken-recipe-dry-food-35-lbs-3530357,Chicken,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/halo-elevate-dog-healthy-grains-chicken-recipe-dry-food-35-lbs-3530357,4.8824,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$69.99,$69.99,,,,,$19.99,$19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hills-prescription-diet-wd-digestiveweightglucose-management-chicken-flavor-dry-dog-food-176-lb-bag-2190881,,,,,,,,,,No,Adult,https://www.petco.com/shop/en/petcostore/product/hills-prescription-diet-wd-digestiveweightglucose-management-chicken-flavor-dry-dog-food-176-lb-bag-2190881,4.398,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$45.99,$45.99,$108.99,$108.99,$79.99,$79.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
